15/10/2014	20:29:33	   114.000
15/10/2014	20:29:34	   114.000
15/10/2014	20:29:35	   114.000
15/10/2014	20:29:36	   114.000
15/10/2014	20:29:37	   114.000
15/10/2014	20:29:38	   114.000
15/10/2014	20:29:39	   114.000
15/10/2014	20:29:40	   114.000
15/10/2014	20:29:41	   114.000
15/10/2014	20:29:42	   114.000
15/10/2014	20:29:43	   114.000
15/10/2014	20:29:44	   114.000
15/10/2014	20:29:45	   120.000
15/10/2014	20:29:46	   130.000
15/10/2014	20:29:47	   165.000
15/10/2014	20:29:48	   185.000
15/10/2014	20:29:49	   195.000
15/10/2014	20:29:50	   210.000
15/10/2014	20:29:51	   215.000
15/10/2014	20:29:52	   220.000
15/10/2014	20:29:53	   235.000
15/10/2014	20:29:54	   244.000
15/10/2014	20:29:55	   244.000
15/10/2014	20:29:56	   244.000
15/10/2014	20:29:57	   244.000
15/10/2014	20:29:58	   244.000
15/10/2014	20:29:59	   244.000
15/10/2014	20:30:00	   244.000
15/10/2014	20:30:01	   244.000
15/10/2014	20:30:02	   244.000
15/10/2014	20:30:03	   244.000
15/10/2014	20:30:04	   244.000
15/10/2014	20:30:05	   244.000
15/10/2014	20:30:06	   244.000
15/10/2014	20:30:07	   244.000
15/10/2014	20:30:08	   244.000
15/10/2014	20:30:09	   244.000
15/10/2014	20:30:10	   244.000
15/10/2014	20:30:11	   244.000
15/10/2014	20:30:12	   244.000
15/10/2014	20:30:13	   244.000
15/10/2014	20:30:14	   244.000
15/10/2014	20:30:15	   244.000
15/10/2014	20:30:16	   244.000
15/10/2014	20:30:17	   244.000
15/10/2014	20:30:18	   244.000
15/10/2014	20:30:19	   244.000
15/10/2014	20:30:20	   244.000
15/10/2014	20:30:21	   244.000
15/10/2014	20:30:22	   244.000
15/10/2014	20:30:23	   244.000
15/10/2014	20:30:24	   244.000
15/10/2014	20:30:25	   244.000
15/10/2014	20:30:26	   244.000
15/10/2014	20:30:27	   244.000
15/10/2014	20:30:28	   244.000
15/10/2014	20:30:29	   244.000
15/10/2014	20:30:30	   244.000
15/10/2014	20:30:31	   244.000
15/10/2014	20:30:32	   244.000
15/10/2014	20:30:33	   244.000
15/10/2014	20:30:34	   244.000
15/10/2014	20:30:35	   244.000
15/10/2014	20:30:36	   244.000
15/10/2014	20:30:37	   244.000
15/10/2014	20:30:38	   244.000
15/10/2014	20:30:39	   244.000
15/10/2014	20:30:40	   244.000
15/10/2014	20:30:41	   244.000
15/10/2014	20:30:42	   244.000
15/10/2014	20:30:43	   244.000
15/10/2014	20:30:44	   244.000
15/10/2014	20:30:45	   244.000
15/10/2014	20:30:46	   244.000
15/10/2014	20:30:47	   244.000
15/10/2014	20:30:48	   244.000
15/10/2014	20:30:49	   244.000
15/10/2014	20:30:50	   244.000
15/10/2014	20:30:51	   244.000
15/10/2014	20:30:52	   244.000
15/10/2014	20:30:53	   244.000
15/10/2014	20:30:54	   244.000
