15/10/2014	19:50:18	   500.000
15/10/2014	19:50:19	   500.000
15/10/2014	19:50:20	   500.000
15/10/2014	19:50:21	   500.000
15/10/2014	19:50:22	   500.000
15/10/2014	19:50:23	   500.000
15/10/2014	19:50:24	   500.000
15/10/2014	19:50:25	   500.000
15/10/2014	19:50:26	   500.000
15/10/2014	19:50:27	   500.000
15/10/2014	19:50:28	   500.000
15/10/2014	19:50:29	   500.000
15/10/2014	19:50:30	   500.000
15/10/2014	19:50:31	   500.000
15/10/2014	19:50:32	   500.000
15/10/2014	19:50:33	   500.000
15/10/2014	19:50:34	   500.000
15/10/2014	19:50:35	   500.000
15/10/2014	19:50:36	   500.000
15/10/2014	19:50:37	   500.000
15/10/2014	19:50:38	   500.000
15/10/2014	19:50:39	   500.000
15/10/2014	19:50:40	   500.000
15/10/2014	19:51:33	   500.000
15/10/2014	19:51:34	   500.000
15/10/2014	19:51:35	   500.000
15/10/2014	19:51:36	   500.000
15/10/2014	19:51:37	   500.000
15/10/2014	19:51:38	   500.000
15/10/2014	19:51:39	   500.000
15/10/2014	19:51:40	   500.000
15/10/2014	19:51:41	   500.000
15/10/2014	19:51:42	   500.000
15/10/2014	19:51:43	   500.000
15/10/2014	19:51:44	   500.000
15/10/2014	19:51:45	   495.000
15/10/2014	19:51:46	   465.000
15/10/2014	19:51:47	   430.000
15/10/2014	19:51:48	   334.000
15/10/2014	19:51:49	   220.000
15/10/2014	19:51:50	   185.000
15/10/2014	19:51:51	   190.000
15/10/2014	19:51:52	   200.000
15/10/2014	19:51:53	   249.000
15/10/2014	19:51:54	   280.000
15/10/2014	19:51:55	   275.000
15/10/2014	19:51:56	   244.000
15/10/2014	19:51:57	   204.000
15/10/2014	19:51:58	   110.000
15/10/2014	19:51:59	    65.000
15/10/2014	19:52:00	    69.000
15/10/2014	19:52:01	   105.000
15/10/2014	19:52:02	   145.000
15/10/2014	19:52:03	   230.000
15/10/2014	19:52:04	   305.000
15/10/2014	19:52:05	   305.000
15/10/2014	19:52:06	   305.000
15/10/2014	19:52:07	   305.000
15/10/2014	19:52:08	   305.000
15/10/2014	19:52:09	   305.000
15/10/2014	19:52:10	   305.000
15/10/2014	19:52:11	   305.000
15/10/2014	19:52:12	   305.000
15/10/2014	19:52:13	   305.000
15/10/2014	19:52:14	   305.000
15/10/2014	19:52:15	   305.000
15/10/2014	19:52:16	   305.000
15/10/2014	19:52:17	   305.000
15/10/2014	19:52:18	   305.000
15/10/2014	19:52:19	   305.000
15/10/2014	19:52:20	   305.000
15/10/2014	19:52:21	   305.000
15/10/2014	19:52:22	   305.000
15/10/2014	19:52:23	   305.000
15/10/2014	19:52:24	   305.000
15/10/2014	19:52:25	   305.000
15/10/2014	19:52:26	   305.000
15/10/2014	19:52:27	   305.000
15/10/2014	19:52:28	   305.000
15/10/2014	19:52:29	   305.000
15/10/2014	19:52:30	   305.000
15/10/2014	19:52:31	   300.000
15/10/2014	19:52:32	   285.000
15/10/2014	19:52:33	   230.000
15/10/2014	19:52:34	   165.000
15/10/2014	19:52:35	   165.000
15/10/2014	19:52:36	   185.000
15/10/2014	19:52:37	   190.000
15/10/2014	19:52:38	   240.000
15/10/2014	19:52:39	   285.000
15/10/2014	19:52:40	   425.000
15/10/2014	19:52:41	   500.000
15/10/2014	19:52:42	   500.000
15/10/2014	19:52:43	   500.000
15/10/2014	19:52:44	   495.000
15/10/2014	19:52:45	   460.000
15/10/2014	19:52:46	   425.000
15/10/2014	19:52:47	   295.000
15/10/2014	19:52:48	   210.000
15/10/2014	19:52:49	   204.000
15/10/2014	19:52:50	   200.000
15/10/2014	19:52:51	   185.000
15/10/2014	19:52:52	   130.000
15/10/2014	19:52:53	   114.000
15/10/2014	19:52:54	   114.000
15/10/2014	19:52:55	   114.000
15/10/2014	19:52:56	   114.000
15/10/2014	19:52:57	   114.000
15/10/2014	19:52:58	   114.000
15/10/2014	19:52:59	   114.000
15/10/2014	19:53:00	   114.000
15/10/2014	19:53:01	   114.000
15/10/2014	19:53:02	   114.000
15/10/2014	19:53:03	   114.000
15/10/2014	19:53:04	   114.000
15/10/2014	19:53:05	   114.000
15/10/2014	19:53:06	   114.000
15/10/2014	19:53:07	   114.000
15/10/2014	20:26:50	     0.000
15/10/2014	20:26:51	     0.000
15/10/2014	20:26:52	     0.000
15/10/2014	20:26:53	     0.000
15/10/2014	20:26:54	     0.000
15/10/2014	20:26:55	     0.000
15/10/2014	20:26:56	     0.000
15/10/2014	20:26:57	     0.000
15/10/2014	20:26:58	     0.000
15/10/2014	20:26:59	     0.000
15/10/2014	20:27:00	     0.000
15/10/2014	20:27:01	     0.000
15/10/2014	20:27:02	     0.000
15/10/2014	20:27:40	     0.000
15/10/2014	20:27:41	     0.000
15/10/2014	20:27:42	     0.000
15/10/2014	20:27:43	     0.000
15/10/2014	20:27:44	     0.000
15/10/2014	20:27:45	     0.000
15/10/2014	20:27:46	     0.000
15/10/2014	20:27:47	     0.000
15/10/2014	20:27:48	     0.000
15/10/2014	20:27:49	     0.000
15/10/2014	20:28:49	     0.000
15/10/2014	20:28:50	     0.000
15/10/2014	20:28:51	     0.000
15/10/2014	20:28:52	     0.000
15/10/2014	20:28:53	     0.000
15/10/2014	20:28:54	     0.000
15/10/2014	20:28:55	     0.000
15/10/2014	20:28:56	     0.000
15/10/2014	20:28:57	     0.000
15/10/2014	20:28:58	     0.000
15/10/2014	20:28:59	     0.000
15/10/2014	20:29:00	     0.000
15/10/2014	20:29:01	     0.000
15/10/2014	20:29:02	     0.000
15/10/2014	20:29:03	     0.000
15/10/2014	20:29:04	     0.000
15/10/2014	20:29:05	     0.000
15/10/2014	20:29:06	     0.000
15/10/2014	20:29:07	     0.000
15/10/2014	20:29:08	   114.000
15/10/2014	20:29:09	   114.000
15/10/2014	20:29:10	   114.000
15/10/2014	20:29:11	   114.000
15/10/2014	20:29:12	   114.000
15/10/2014	20:29:13	   114.000
15/10/2014	20:29:14	   114.000
15/10/2014	20:29:15	   114.000
15/10/2014	20:29:16	   114.000
15/10/2014	20:29:17	   114.000
15/10/2014	20:29:18	   114.000
15/10/2014	20:29:19	   114.000
15/10/2014	20:29:20	   114.000
15/10/2014	20:29:21	   114.000
15/10/2014	20:29:22	   114.000
15/10/2014	20:29:23	   114.000
15/10/2014	20:29:24	   114.000
15/10/2014	20:29:25	   114.000
15/10/2014	20:29:26	   114.000
15/10/2014	20:29:27	   114.000
15/10/2014	20:29:28	   114.000
15/10/2014	20:29:29	   114.000
15/10/2014	20:29:30	   114.000
15/10/2014	20:29:31	   114.000
15/10/2014	20:29:32	   114.000
